datetime,temperature,Global_active_power
2010-10-03-17-00,33.67,1392.059973
2010-10-03-18-00,32.67,1100.80635
2010-10-03-19-00,31.17,1117.305024
2010-10-03-20-00,29.78,986.0507983
2010-10-03-21-00,28.61,946.2205883
2010-10-03-22-00,27.67,885.5972786
2010-10-03-23-00,26.72,902.7192952
2010-10-03-00-00,25.56,898.7882894
2010-10-04-01-00,24.89,896.370535
2010-10-04-02-00,24.17,896.5338605
2010-10-04-03-00,23.50,896.5502778
2010-10-04-04-00,22.89,986.2286207
2010-10-04-05-00,22.39,985.464598
2010-10-04-06-00,22.00,1214.502154
2010-10-04-07-00,21.94,1317.496686
2010-10-04-08-00,23.61,1339.291873
2010-10-04-09-00,25.89,1379.710987
2010-10-04-10-00,28.00,1383.146872
2010-10-04-11-00,29.78,1384.040357
2010-10-04-12-00,31.28,1343.047773
2010-10-04-13-00,32.39,1377.974905
2010-10-04-14-00,33.22,1377.72003
2010-10-04-15-00,33.67,1377.491373
2010-10-04-16-00,33.67,1385.401387
2010-10-04-17-00,33.28,1386.213946
2010-10-04-18-00,32.28,1096.691561
2010-10-04-19-00,30.78,1114.662673
2010-10-04-20-00,29.39,993.9484131
2010-10-04-21-00,28.22,964.2190939
2010-10-04-22-00,27.28,903.6138657
2010-10-04-23-00,26.33,908.0666769
2010-10-04-00-00,25.28,895.8389024
2010-10-05-01-00,24.56,892.1343512
2010-10-05-02-00,23.83,891.6777073
2010-10-05-03-00,23.17,895.7305047
2010-10-05-04-00,22.56,990.1218046
2010-10-05-05-00,22.06,974.244109
2010-10-05-06-00,21.67,1193.911946
2010-10-05-07-00,21.67,1295.279259
2010-10-05-08-00,23.28,1330.674149
2010-10-05-09-00,25.56,1365.166251
2010-10-05-10-00,27.67,1374.007457
2010-10-05-11-00,29.50,1377.47524
2010-10-05-12-00,30.94,1339.01379
2010-10-05-13-00,32.06,1378.828536
2010-10-05-14-00,32.94,1383.782994
2010-10-05-15-00,33.33,1388.14927
2010-10-05-16-00,33.33,1399.019453
2010-10-05-17-00,33.00,1396.493299
2010-10-05-18-00,31.94,1103.021167
2010-10-05-19-00,30.44,1146.280818
2010-10-05-20-00,29.06,1016.266238
2010-10-05-21-00,27.89,986.3735991
2010-10-05-22-00,26.94,921.6188221
2010-10-05-23-00,26.00,922.4638242
2010-10-05-00-00,24.94,915.2498922
2010-10-06-01-00,24.22,922.9714446
2010-10-06-02-00,23.50,919.4632605
2010-10-06-03-00,22.83,920.6060058
2010-10-06-04-00,22.22,1020.535833
2010-10-06-05-00,21.72,1007.118214
2010-10-06-06-00,21.39,1241.02408
2010-10-06-07-00,21.28,1350.822602
2010-10-06-08-00,22.94,1376.873962
2010-10-06-09-00,25.22,1409.843084
2010-10-06-10-00,27.33,1411.621712
2010-10-06-11-00,29.17,1409.33207
2010-10-06-12-00,30.67,1364.050153
2010-10-06-13-00,31.72,1391.813639
2010-10-06-14-00,32.61,1383.471077
2010-10-06-15-00,33.06,1379.395593
2010-10-06-16-00,33.06,1387.956058
2010-10-06-17-00,32.67,1390.570347
2010-10-06-18-00,31.61,1111.506926
2010-10-06-19-00,30.11,1154.412647
2010-10-06-20-00,28.78,1024.217589
2010-10-06-21-00,27.61,987.3005712
2010-10-06-22-00,26.67,921.6474534
2010-10-06-23-00,25.72,923.9675619
2010-10-06-00-00,24.72,920.7810112
2010-10-07-01-00,24.00,921.9954794
2010-10-07-02-00,23.22,927.3437719
2010-10-07-03-00,22.56,927.2278494
2010-10-07-04-00,21.94,942.1511773
2010-10-07-05-00,21.50,943.3140691
2010-10-07-06-00,21.11,1017.906937
2010-10-07-07-00,21.06,1124.451808
2010-10-07-08-00,22.67,1124.887767
2010-10-07-09-00,24.94,1221.998462
2010-10-07-10-00,27.06,1216.334839
2010-10-07-11-00,28.89,1211.138663
2010-10-07-12-00,30.33,1176.755616
2010-10-07-13-00,31.44,1167.444633
2010-10-07-14-00,32.33,1162.655067
2010-10-07-15-00,32.72,1085.171434
2010-10-07-16-00,32.78,1094.120767
2010-10-07-17-00,32.39,1053.507756
2010-10-07-18-00,31.28,1018.064818
2010-10-07-19-00,29.83,1031.566574
2010-10-07-20-00,28.44,926.8126907
2010-10-07-21-00,27.28,932.3117441
2010-10-07-22-00,26.33,926.4267913
2010-10-07-23-00,25.39,931.6484375
2010-10-07-00-00,24.39,923.9111861
2010-10-08-01-00,23.67,917.8635208
2010-10-08-02-00,22.89,920.0765108
2010-10-08-03-00,22.22,924.9654532
2010-10-08-04-00,21.61,938.9755961
2010-10-08-05-00,21.22,939.8589233
2010-10-08-06-00,20.83,1013.546924
2010-10-08-07-00,20.72,1014.548994
2010-10-08-08-00,22.33,1078.366946
2010-10-08-09-00,24.61,1057.218434
2010-10-08-10-00,26.78,1055.352197
2010-10-08-11-00,28.56,1045.321783
2010-10-08-12-00,30.06,1036.094665
2010-10-08-13-00,31.17,1024.229844
2010-10-08-14-00,32.06,1020.654319
2010-10-08-15-00,32.50,1018.156826
2010-10-08-16-00,32.50,993.1873872
2010-10-08-17-00,32.11,948.4055135
2010-10-08-18-00,31.06,920.9096536
2010-10-08-19-00,29.56,935.0371586
2010-10-08-20-00,28.17,911.041782
2010-10-08-21-00,27.00,916.5891453
2010-10-08-22-00,26.06,912.6465477
2010-10-08-23-00,25.11,920.0803709
2010-10-08-00-00,24.17,910.8352456
2010-10-09-01-00,23.39,916.1620039
2010-10-09-02-00,22.67,922.8206019
2010-10-09-03-00,21.94,925.734256
2010-10-09-04-00,21.39,938.9032238
2010-10-09-05-00,20.94,941.0067762
2010-10-09-06-00,20.56,1011.082804
2010-10-09-07-00,20.50,1006.25398
2010-10-09-08-00,22.06,1072.75971
2010-10-09-09-00,24.39,1049.814121
2010-10-09-10-00,26.50,1045.272236
2010-10-09-11-00,28.33,1040.886457
2010-10-09-12-00,29.83,1034.997036
2010-10-09-13-00,30.94,1024.066517
2010-10-09-14-00,31.83,1020.854845
2010-10-09-15-00,32.22,1016.712751
2010-10-09-16-00,32.28,991.2835001
2010-10-09-17-00,31.89,945.6506253
2010-10-09-18-00,30.78,926.0193091
2010-10-09-19-00,29.28,936.0764449
2010-10-09-20-00,27.89,911.8813231
2010-10-09-21-00,26.72,919.2918092
2010-10-09-22-00,25.78,913.4530832
2010-10-09-23-00,24.83,918.421558
2010-10-09-00-00,23.89,910.724889
2010-10-10-01-00,23.11,924.9842811
2010-10-10-02-00,22.39,927.7471005
2010-10-10-03-00,21.72,930.5136741
2010-10-10-04-00,21.11,1026.844995
2010-10-10-05-00,20.67,1024.956829
2010-10-10-06-00,20.33,1253.06112
2010-10-10-07-00,20.22,1365.163275
2010-10-10-08-00,21.83,1387.522443
2010-10-10-09-00,24.17,1413.980458
2010-10-10-10-00,26.28,1410.654643
2010-10-10-11-00,28.11,1403.831073
2010-10-10-12-00,29.56,1354.160236
2010-10-10-13-00,30.67,1382.719029
2010-10-10-14-00,31.56,1376.845804
2010-10-10-15-00,32.00,1376.350297
2010-10-10-16-00,32.00,1392.308471
2010-10-10-17-00,31.61,1406.143279
2010-10-10-18-00,30.50,1094.625331
2010-10-10-19-00,29.00,1115.737552
2010-10-10-20-00,27.56,1010.385025
2010-10-10-21-00,26.44,980.0153523
2010-10-10-22-00,25.50,918.3016734
2010-10-10-23-00,24.56,923.0201777
2010-10-10-00-00,23.67,916.1845393
2010-10-11-01-00,22.83,918.8914589
2010-10-11-02-00,22.06,920.50069
2010-10-11-03-00,21.44,923.3420464
2010-10-11-04-00,20.83,1019.182633
2010-10-11-05-00,20.39,1014.255407
2010-10-11-06-00,20.06,1240.844435
2010-10-11-07-00,19.94,1357.174206
2010-10-11-08-00,21.56,1386.099361
2010-10-11-09-00,23.89,1409.851258
2010-10-11-10-00,26.06,1410.434207
2010-10-11-11-00,27.89,1405.984472
2010-10-11-12-00,29.33,1360.613032
2010-10-11-13-00,30.50,1389.497707
2010-10-11-14-00,31.39,1382.08594
2010-10-11-15-00,31.83,1388.596944
2010-10-11-16-00,31.83,1398.124655
2010-10-11-17-00,31.39,1397.803175
2010-10-11-18-00,30.28,1101.219225
2010-10-11-19-00,28.78,1131.872481
2010-10-11-20-00,27.33,1015.441211
2010-10-11-21-00,26.22,981.1965243
2010-10-11-22-00,25.28,918.8132818
2010-10-11-23-00,24.28,924.6850423
2010-10-11-00-00,23.44,916.6939474
2010-10-12-01-00,22.61,918.3943365
2010-10-12-02-00,21.83,920.0308867
2010-10-12-03-00,21.17,923.7109938
2010-10-12-04-00,20.61,1016.083621
2010-10-12-05-00,20.17,1014.974396
2010-10-12-06-00,19.83,1245.251402
2010-10-12-07-00,19.72,1359.418808
2010-10-12-08-00,21.33,1385.083345
2010-10-12-09-00,23.67,1410.650721
2010-10-12-10-00,25.83,1411.765658
2010-10-12-11-00,27.67,1406.178049
2010-10-12-12-00,29.11,1360.902678
2010-10-12-13-00,30.28,1389.678192
2010-10-12-14-00,31.17,1383.236622
2010-10-12-15-00,31.67,1388.401138
2010-10-12-16-00,31.67,1401.62064
2010-10-12-17-00,31.22,1403.758693
2010-10-12-18-00,30.06,1097.719187
2010-10-12-19-00,28.56,1126.743806
2010-10-12-20-00,27.11,1014.132638
2010-10-12-21-00,26.00,981.4385634
2010-10-12-22-00,25.06,918.4740719
2010-10-12-23-00,24.06,924.4322281
2010-10-12-00-00,23.17,916.2955095
2010-10-13-01-00,22.39,918.7901014
2010-10-13-02-00,21.61,923.224829
2010-10-13-03-00,20.89,929.7376168
2010-10-13-04-00,20.33,1026.789478
2010-10-13-05-00,19.89,1021.374066
2010-10-13-06-00,19.56,1248.794173
2010-10-13-07-00,19.44,1359.134752
2010-10-13-08-00,21.06,1386.231827
2010-10-13-09-00,23.39,1410.206277
2010-10-13-10-00,25.61,1409.758609
2010-10-13-11-00,27.44,1406.252698
2010-10-13-12-00,28.89,1359.867573
2010-10-13-13-00,30.11,1386.484081
2010-10-13-14-00,30.94,1384.663869
2010-10-13-15-00,31.44,1395.014896
2010-10-13-16-00,31.50,1417.670872
2010-10-13-17-00,31.06,1435.425419
2010-10-13-18-00,29.89,1098.485234
2010-10-13-19-00,28.33,1107.831371
2010-10-13-20-00,26.83,1003.353608
2010-10-13-21-00,25.78,979.3715737
2010-10-13-22-00,24.83,916.8577085
2010-10-13-23-00,23.83,919.6380504
2010-10-13-00-00,22.94,909.7405861
2010-10-14-01-00,22.17,916.0895455
2010-10-14-02-00,21.44,922.1777111
2010-10-14-03-00,20.72,926.4254727
2010-10-14-04-00,20.17,940.5051395
2010-10-14-05-00,19.72,942.4839779
2010-10-14-06-00,19.33,1020.792747
2010-10-14-07-00,19.22,1129.33215
2010-10-14-08-00,20.83,1122.429932
2010-10-14-09-00,23.17,1219.020074
2010-10-14-10-00,25.39,1215.148263
2010-10-14-11-00,27.22,1206.389618
2010-10-14-12-00,28.67,1167.056871
2010-10-14-13-00,29.83,1157.794172
2010-10-14-14-00,30.72,1154.534798
2010-10-14-15-00,31.22,1071.637239
2010-10-14-16-00,31.22,1084.138601
2010-10-14-17-00,30.78,1042.74101
2010-10-14-18-00,29.56,1013.578723
2010-10-14-19-00,28.00,1025.626018
2010-10-14-20-00,26.56,926.3352606
2010-10-14-21-00,25.50,933.8379314
2010-10-14-22-00,24.50,930.9365815
2010-10-14-23-00,23.56,938.0127436
2010-10-14-00-00,22.67,928.449599
2010-10-15-01-00,21.94,916.1074672
2010-10-15-02-00,21.22,917.6205582
2010-10-15-03-00,20.50,920.4897777
2010-10-15-04-00,19.89,934.074618
2010-10-15-05-00,19.50,934.3517089
2010-10-15-06-00,19.11,1010.130913
2010-10-15-07-00,19.00,1013.869133
2010-10-15-08-00,20.56,1083.185514
2010-10-15-09-00,22.94,1068.497473
2010-10-15-10-00,25.17,1070.138509
2010-10-15-11-00,27.00,1064.318166
2010-10-15-12-00,28.44,1060.386499
2010-10-15-13-00,29.61,1054.985995
2010-10-15-14-00,30.44,1046.65784
2010-10-15-15-00,30.94,1052.202658
2010-10-15-16-00,30.94,1026.732471
2010-10-15-17-00,30.50,976.2411026
2010-10-15-18-00,29.28,947.8263476
2010-10-15-19-00,27.72,951.7341866
2010-10-15-20-00,26.28,923.1778583
2010-10-15-21-00,25.22,927.9082748
2010-10-15-22-00,24.28,921.9168449
2010-10-15-23-00,23.33,926.5214134
2010-10-15-00-00,22.39,915.9370709
2010-10-16-01-00,21.67,938.4449902
2010-10-16-02-00,20.94,941.876976
2010-10-16-03-00,20.28,940.1172066
2010-10-16-04-00,19.67,1035.731987
2010-10-16-05-00,19.28,1049.397414
2010-10-16-06-00,18.89,1283.759125
2010-10-16-07-00,18.78,1399.53021
2010-10-16-08-00,20.33,1418.613835
2010-10-16-09-00,22.67,1427.963853
2010-10-16-10-00,24.89,1429.31209
2010-10-16-11-00,26.72,1426.615391
2010-10-16-12-00,28.17,1379.251728
2010-10-16-13-00,29.33,1408.347972
2010-10-16-14-00,30.22,1415.312851
2010-10-16-15-00,30.72,1425.448629
2010-10-16-16-00,30.72,1434.269594
2010-10-16-17-00,30.22,1435.036754
2010-10-16-18-00,29.00,1175.150507
2010-10-16-19-00,27.50,1187.00338
2010-10-16-20-00,26.06,1057.946884
2010-10-16-21-00,25.00,1021.116531
2010-10-16-22-00,24.06,941.050972
2010-10-16-23-00,23.11,940.1302532
2010-10-16-00-00,22.17,934.3034475
2010-10-17-01-00,21.50,938.6809589
2010-10-17-02-00,20.78,942.2840191
2010-10-17-03-00,20.11,958.0233344
2010-10-17-04-00,19.50,1052.148597
2010-10-17-05-00,19.11,1051.226346
2010-10-17-06-00,18.72,1291.358422
2010-10-17-07-00,18.61,1413.801252
2010-10-17-08-00,20.11,1426.120307
2010-10-17-09-00,22.44,1440.130501
2010-10-17-10-00,24.67,1432.755071
2010-10-17-11-00,26.50,1431.993395
2010-10-17-12-00,27.89,1390.402875
2010-10-17-13-00,29.11,1416.297968
2010-10-17-14-00,29.94,1420.577226
2010-10-17-15-00,30.44,1421.711772
2010-10-17-16-00,30.44,1430.572009
2010-10-17-17-00,29.94,1429.688432
2010-10-17-18-00,28.78,1164.586916
2010-10-17-19-00,27.22,1182.834588
2010-10-17-20-00,25.83,1052.061154
2010-10-17-21-00,24.72,996.2578268
2010-10-17-22-00,23.83,933.4594293
2010-10-17-23-00,22.83,959.0944558
2010-10-17-00-00,21.94,955.93616
2010-10-18-01-00,21.22,948.9464243
2010-10-18-02-00,20.50,955.0355233
2010-10-18-03-00,19.89,957.1038329
2010-10-18-04-00,19.28,1046.179682
2010-10-18-05-00,18.89,1057.9628
2010-10-18-06-00,18.50,1289.136852
2010-10-18-07-00,18.39,1419.948889
2010-10-18-08-00,19.89,1437.548
2010-10-18-09-00,22.22,1462.441234
2010-10-18-10-00,24.44,1462.751777
2010-10-18-11-00,26.28,1442.10211
2010-10-18-12-00,27.72,1391.055976
2010-10-18-13-00,28.89,1426.910796
2010-10-18-14-00,29.78,1442.098629
2010-10-18-15-00,30.28,1446.345322
2010-10-18-16-00,30.22,1454.341071
2010-10-18-17-00,29.78,1462.932313
2010-10-18-18-00,28.50,1201.488371
2010-10-18-19-00,27.00,1193.665459
2010-10-18-20-00,25.61,1051.224409
2010-10-18-21-00,24.50,1014.876463
2010-10-18-22-00,23.61,946.3590052
2010-10-18-23-00,22.67,950.9669558
2010-10-18-00-00,21.72,938.8437079
2010-10-19-01-00,21.06,936.3945028
2010-10-19-02-00,20.33,942.2215617
2010-10-19-03-00,19.67,945.6071015
2010-10-19-04-00,19.11,1038.991171
2010-10-19-05-00,18.67,1040.283909
2010-10-19-06-00,18.33,1265.497431
2010-10-19-07-00,18.17,1383.869846
2010-10-19-08-00,19.72,1412.746476
2010-10-19-09-00,22.06,1438.482165
2010-10-19-10-00,24.22,1440.967598
2010-10-19-11-00,26.06,1442.776167
2010-10-19-12-00,27.50,1400.21521
2010-10-19-13-00,28.67,1429.812785
2010-10-19-14-00,29.56,1426.839072
2010-10-19-15-00,30.06,1426.541075
2010-10-19-16-00,30.00,1434.85974
2010-10-19-17-00,29.50,1435.793661
2010-10-19-18-00,28.28,1177.839735
2010-10-19-19-00,26.78,1187.700269
2010-10-19-20-00,25.33,1049.47859
2010-10-19-21-00,24.28,1020.157182
2010-10-19-22-00,23.39,958.8881447
2010-10-19-23-00,22.44,961.0398843
2010-10-19-00-00,21.50,950.1623631
2010-10-20-01-00,20.83,951.0250918
2010-10-20-02-00,20.11,951.3460374
2010-10-20-03-00,19.44,952.9081809
2010-10-20-04-00,18.89,1045.331088
2010-10-20-05-00,18.50,1042.854484
2010-10-20-06-00,18.11,1262.651405
2010-10-20-07-00,18.06,1371.282132
2010-10-20-08-00,19.50,1395.862941
2010-10-20-09-00,21.83,1423.303409
2010-10-20-10-00,24.00,1427.05131
2010-10-20-11-00,25.78,1415.7555
2010-10-20-12-00,27.28,1369.410078
2010-10-20-13-00,28.44,1401.890656
2010-10-20-14-00,29.28,1399.546301
2010-10-20-15-00,29.78,1397.674317
2010-10-20-16-00,29.78,1403.606079
2010-10-20-17-00,29.28,1401.490399
2010-10-20-18-00,28.00,1143.715631
2010-10-20-19-00,26.50,1165.640976
2010-10-20-20-00,25.11,1040.155257
2010-10-20-21-00,24.06,1003.017073
2010-10-20-22-00,23.17,937.0890809
2010-10-20-23-00,22.22,939.7054078
2010-10-20-00-00,21.28,930.6274806
2010-10-21-01-00,20.61,934.9916413
2010-10-21-02-00,19.89,936.7963582
2010-10-21-03-00,19.22,936.2727762
2010-10-21-04-00,18.67,949.279448
2010-10-21-05-00,18.28,954.4373232
2010-10-21-06-00,17.94,1030.647607
2010-10-21-07-00,17.83,1142.62545
2010-10-21-08-00,19.28,1135.948689
2010-10-21-09-00,21.56,1237.16103
2010-10-21-10-00,23.72,1239.332698
2010-10-21-11-00,25.56,1227.883814
2010-10-21-12-00,27.00,1185.135562
2010-10-21-13-00,28.17,1171.508921
2010-10-21-14-00,29.00,1172.759374
2010-10-21-15-00,29.50,1099.362779
2010-10-21-16-00,29.50,1093.186771
2010-10-21-17-00,29.00,1012.639551
2010-10-21-18-00,27.72,977.1091279
2010-10-21-19-00,26.22,977.6324534
2010-10-21-20-00,24.83,866.2818661
2010-10-21-21-00,23.78,866.4640825
2010-10-21-22-00,22.89,854.9846377
2010-10-21-23-00,21.94,854.0092318
2010-10-21-00-00,20.94,844.6070407
2010-10-22-01-00,20.33,835.2803602
2010-10-22-02-00,19.67,847.6085222
2010-10-22-03-00,19.00,857.5636065
2010-10-22-04-00,18.44,871.5694595
2010-10-22-05-00,18.00,876.4216446
2010-10-22-06-00,17.67,958.1295271
2010-10-22-07-00,17.56,960.6344391
2010-10-22-08-00,19.00,1027.919951
2010-10-22-09-00,21.33,1034.994731
2010-10-22-10-00,23.50,1048.361027
2010-10-22-11-00,25.33,1044.809907
2010-10-22-12-00,26.78,1040.358601
2010-10-22-13-00,27.94,1028.563399
2010-10-22-14-00,28.78,1029.124893
2010-10-22-15-00,29.28,1032.392644
2010-10-22-16-00,29.28,1003.880135
2010-10-22-17-00,28.78,962.0201201
2010-10-22-18-00,27.44,943.6921259
2010-10-22-19-00,25.94,947.9047105
2010-10-22-20-00,24.56,914.9797121
2010-10-22-21-00,23.50,912.8905602
2010-10-22-22-00,22.61,903.9448967
2010-10-22-23-00,21.72,908.5390835
2010-10-22-00-00,20.72,897.6680567
2010-10-23-01-00,20.11,910.3063583
2010-10-23-02-00,19.44,912.1655654
2010-10-23-03-00,18.78,913.5673082
2010-10-23-04-00,18.22,996.6400981
2010-10-23-05-00,17.78,978.5890768
2010-10-23-06-00,17.44,1222.192462
2010-10-23-07-00,17.33,1346.231511
2010-10-23-08-00,18.72,1370.98582
2010-10-23-09-00,21.06,1408.530259
2010-10-23-10-00,23.22,1409.659885
2010-10-23-11-00,25.06,1405.727613
2010-10-23-12-00,26.50,1357.750768
2010-10-23-13-00,27.67,1381.706835
2010-10-23-14-00,28.50,1375.918379
2010-10-23-15-00,29.00,1371.968106
2010-10-23-16-00,29.00,1377.932997
2010-10-23-17-00,28.44,1377.364927
2010-10-23-18-00,27.17,1124.445668
2010-10-23-19-00,25.67,1150.081645
2010-10-23-20-00,24.28,1023.470473
2010-10-23-21-00,23.22,985.8278331
2010-10-23-22-00,22.39,921.6265656
2010-10-23-23-00,21.50,928.3610637
2010-10-23-00-00,20.50,919.8859892
2010-10-24-01-00,19.89,923.7291332
2010-10-24-02-00,19.22,910.3875123
2010-10-24-03-00,18.56,910.2072169
2010-10-24-04-00,18.00,1001.690726
2010-10-24-05-00,17.61,1010.211103
2010-10-24-06-00,17.22,1248.905594
2010-10-24-07-00,17.11,1371.257195
2010-10-24-08-00,18.50,1393.413757
2010-10-24-09-00,20.78,1414.843528
2010-10-24-10-00,22.94,1419.64281
2010-10-24-11-00,24.78,1411.306871
2010-10-24-12-00,26.28,1363.535391
2010-10-24-13-00,27.39,1394.469768
2010-10-24-14-00,28.22,1392.508613
2010-10-24-15-00,28.72,1390.857204
2010-10-24-16-00,28.72,1394.926155
2010-10-24-17-00,28.17,1392.81157
2010-10-24-18-00,26.89,1140.871605
2010-10-24-19-00,25.39,1162.493441
2010-10-24-20-00,24.06,1029.59688
2010-10-24-21-00,23.00,996.7641655
2010-10-24-22-00,22.11,933.7728521
2010-10-24-23-00,21.22,933.3866421
2010-10-24-00-00,20.28,923.8251376
2010-10-25-01-00,19.67,929.3298405
2010-10-25-02-00,18.94,930.251174
2010-10-25-03-00,18.33,933.1241135
2010-10-25-04-00,17.78,1031.086436
2010-10-25-05-00,17.33,1036.559768
2010-10-25-06-00,16.94,1274.326927
2010-10-25-07-00,16.83,1396.281065
2010-10-25-08-00,18.22,1419.816465
2010-10-25-09-00,20.44,1427.633145
2010-10-25-10-00,22.67,1423.726993
2010-10-25-11-00,24.56,1423.790643
2010-10-25-12-00,26.00,1379.781058
2010-10-25-13-00,27.11,1407.362926
2010-10-25-14-00,28.00,1407.775163
2010-10-25-15-00,28.50,1407.752865
2010-10-25-16-00,28.44,1416.697147
2010-10-25-17-00,27.94,1419.677639
2010-10-25-18-00,26.61,1171.161137
2010-10-25-19-00,25.11,1182.586104
2010-10-25-20-00,23.78,1052.181906
2010-10-25-21-00,22.72,1020.593912
2010-10-25-22-00,21.83,974.33243
2010-10-25-23-00,21.00,998.6763602
2010-10-25-00-00,20.00,996.8087174
2010-10-26-01-00,19.39,1002.198936
2010-10-26-02-00,18.72,1005.496196
2010-10-26-03-00,18.06,997.4867712
2010-10-26-04-00,17.50,1081.461832
2010-10-26-05-00,17.06,1078.241743
2010-10-26-06-00,16.72,1307.137362
2010-10-26-07-00,16.56,1415.825218
2010-10-26-08-00,17.89,1454.784772
2010-10-26-09-00,20.22,1502.563789
2010-10-26-10-00,22.39,1498.745768
2010-10-26-11-00,24.28,1481.133967
2010-10-26-12-00,25.78,1415.490261
2010-10-26-13-00,26.89,1450.01385
2010-10-26-14-00,27.72,1459.916378
2010-10-26-15-00,28.22,1462.941724
2010-10-26-16-00,28.17,1475.185464
2010-10-26-17-00,27.67,1478.074349
2010-10-26-18-00,26.33,1232.841012
2010-10-26-19-00,24.83,1236.440015
2010-10-26-20-00,23.50,1107.102402
2010-10-26-21-00,22.44,1074.000475
2010-10-26-22-00,21.61,1006.02408
2010-10-26-23-00,20.72,1008.819734
2010-10-26-00-00,19.72,1005.853675
2010-10-27-01-00,19.17,1005.848429
2010-10-27-02-00,18.44,995.2396622
2010-10-27-03-00,17.83,995.7876836
2010-10-27-04-00,17.28,1082.275871
2010-10-27-05-00,16.83,1084.205648
2010-10-27-06-00,16.50,1314.813432
2010-10-27-07-00,16.39,1437.337975
2010-10-27-08-00,17.67,1467.231698
2010-10-27-09-00,19.94,1510.310254
2010-10-27-10-00,22.17,1509.33669
2010-10-27-11-00,24.06,1480.590938
2010-10-27-12-00,25.56,1428.93565
2010-10-27-13-00,26.61,1465.346385
2010-10-27-14-00,27.50,1466.174034
2010-10-27-15-00,27.94,1457.391747
2010-10-27-16-00,27.94,1469.940199
2010-10-27-17-00,27.39,1474.93044
2010-10-27-18-00,26.06,1226.334371
2010-10-27-19-00,24.56,1236.392817
2010-10-27-20-00,23.28,1103.38696
2010-10-27-21-00,22.17,1066.982127
2010-10-27-22-00,21.33,1004.255003
2010-10-27-23-00,20.44,1006.62652
2010-10-27-00-00,19.39,1008.573809
2010-10-28-01-00,18.89,1007.040892
2010-10-28-02-00,18.17,1004.459407
2010-10-28-03-00,17.56,996.6216387
2010-10-28-04-00,17.00,1001.369183
2010-10-28-05-00,16.56,1000.707237
2010-10-28-06-00,16.22,1069.170028
2010-10-28-07-00,16.11,1181.594098
2010-10-28-08-00,17.44,1182.801586
2010-10-28-09-00,19.72,1304.095269
2010-10-28-10-00,21.94,1305.094845
2010-10-28-11-00,23.83,1284.689516
2010-10-28-12-00,25.33,1239.465199
2010-10-28-13-00,26.39,1236.53382
2010-10-28-14-00,27.28,1237.322377
2010-10-28-15-00,27.72,1160.941706
2010-10-28-16-00,27.72,1173.186299
2010-10-28-17-00,27.17,1135.66109
2010-10-28-18-00,25.83,1114.988238
2010-10-28-19-00,24.33,1121.083824
2010-10-28-20-00,23.06,1011.342311
2010-10-28-21-00,21.94,1018.099971
2010-10-28-22-00,21.06,1017.527539
2010-10-28-23-00,20.22,1019.471169
2010-10-28-00-00,19.11,1015.034338
2010-10-29-01-00,18.61,1012.423539
2010-10-29-02-00,17.89,1011.537393
2010-10-29-03-00,17.28,1008.061112
2010-10-29-04-00,16.72,1011.951497
2010-10-29-05-00,16.33,990.8602531
2010-10-29-06-00,16.00,1063.571718
2010-10-29-07-00,15.89,1032.6385
2010-10-29-08-00,17.17,1126.763535
2010-10-29-09-00,19.50,1133.634554
2010-10-29-10-00,21.72,1147.047268
2010-10-29-11-00,23.61,1129.156687
2010-10-29-12-00,25.11,1125.213111
2010-10-29-13-00,26.22,1120.340756
2010-10-29-14-00,27.06,1118.391598
2010-10-29-15-00,27.56,1121.137918
2010-10-29-16-00,27.56,1097.524303
2010-10-29-17-00,27.00,1053.953378
2010-10-29-18-00,25.67,1040.876327
2010-10-29-19-00,24.11,1043.042748
2010-10-29-20-00,22.83,1020.806292
2010-10-29-21-00,21.67,1038.457548
2010-10-29-22-00,20.83,1040.179417
2010-10-29-23-00,19.94,1045.98746
2010-10-29-00-00,18.83,1040.588927
2010-10-30-01-00,18.39,1043.208669
2010-10-30-02-00,17.67,1028.404273
2010-10-30-03-00,17.06,1018.275057
2010-10-30-04-00,16.50,1103.825374
2010-10-30-05-00,16.11,1105.053735
2010-10-30-06-00,15.78,1309.499821
2010-10-30-07-00,15.61,1419.325265
2010-10-30-08-00,16.94,1479.612146
2010-10-30-09-00,19.28,1525.623087
2010-10-30-10-00,21.50,1526.204223
2010-10-30-11-00,23.44,1512.692496
2010-10-30-12-00,24.94,1455.918944
2010-10-30-13-00,26.06,1489.335719
2010-10-30-14-00,26.94,1487.910945
2010-10-30-15-00,27.44,1490.163943
2010-10-30-16-00,27.39,1496.009338
2010-10-30-17-00,26.89,1499.145468
2010-10-30-18-00,25.50,1255.982718
2010-10-30-19-00,23.94,1258.467943
2010-10-30-20-00,22.61,1131.01883
2010-10-30-21-00,21.50,1098.37802
2010-10-30-22-00,20.67,1035.993303
2010-10-30-23-00,19.78,1042.228885
2010-10-30-00-00,18.61,1032.646859
2010-10-31-01-00,18.22,1027.686353
2010-10-31-02-00,17.50,1024.469631
2010-10-31-03-00,16.89,1016.335221
2010-10-31-04-00,16.33,1099.004918
2010-10-31-05-00,15.89,1102.107654
2010-10-31-06-00,15.56,1332.190264
2010-10-31-07-00,15.44,1456.358283
2010-10-31-08-00,16.67,1486.381572
2010-10-31-09-00,19.00,1510.023686
2010-10-31-10-00,21.22,1497.734883
